5e5f0276468bc425b6c50365, Peter, 850, 1, 0
5e5f1065468bc425b6c50397, Basic, 50, 1, 0
5e8670595d3d595047b29d72, Basic Verizon, 50, 1, 0
5ea4a4be842bee2ef56b7345, Basic Verizon, 50, 1, 0
5ea4a4c1842bee2ef56b7346, Small Verizon, 25, 1, 0
5ea4a4c2842bee2ef56b7348, Basic Verizon, 50, 1, 0
5ea4a4c7842bee2ef56b734b, Small Verizon, 25, 1, 0.1
5eaefb3e842bee2ef56b73b2, JUSTNYC, 22, 1, 0
5eaefc8e842bee2ef56b73b3, Small Verizon, 25, 1, 0.1
5ecc72999570a005991856cf, Small Verizon, 25, 1, 0
5ecec6c59570a005991856fd, Basic Verizon, 50, 1, 0.1
5ecec6ce9570a005991856fe, Small Verizon, 25, 1, 0
5ecec6cf9570a005991856ff, Small Verizon, 25, 1, 0
5ecec6db9570a00599185703, Basic Verizon, 50, 1, 0.1
5ecec6df9570a00599185706, Basic Verizon, 50, 1, 0.1
5ecec6e09570a00599185707, Small Verizon, 25, 1, 0.1
5ecec6e39570a00599185708, Pro Verizon, 150, 1, 0
5ecec6e49570a0059918570a, Small Verizon, 25, 1, 0
5ecec6f39570a0059918570f, Small Verizon, 25, 1, 0.1
5ecec6fb9570a00599185711, Small Verizon, 25, 1, 0.1
5ecec6fe9570a00599185712, Basic Verizon, 50, 1, 0.1
5ecec6fe9570a00599185713, Basic Verizon, 50, 1, 0.1
5ecec7019570a00599185715, Advanced Verizon, 100, 1, 0
5ecec7049570a00599185717, Small Verizon, 25, 1, 0.1
5ecec7199570a00599185718, Small Verizon, 25, 1, 0.1
5ecec71c9570a00599185719, Basic Verizon, 50, 1, 0
5ecec7239570a0059918571b, Small Verizon, 25, 1, 0
5ed6b6b99570a0059918572e, Advanced Verizon, 100, 1, 0.3
5ed7fb489570a00599185730, Basic Verizon, 50, 1, 0
5ed921f59570a00599185737, Small Verizon, 25, 1, 0.1
5ee2c4c29570a00599185747, Basic Verizon, 50, 2, 0.2
5ef3e4e1c146927ec03e3b76, Basic Verizon, 50, 1, 0.2
5ef3e53fc146927ec03e3b79, Small Verizon, 25, 1, 0.2
5ef3e549c146927ec03e3b7a, Small Verizon, 25, 1, 0.2
5ef3e58cc146927ec03e3b7c, Small Verizon, 25, 1, 0.2
